"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Newman","MRSA252","HO_5096_0412","S0385"
"Cluster_1458","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01872_+_+_Newman_01873_+_+_CO_R","MRSA252_+_+_MRSA252_01948_+_+_MRSA252_01949_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01849_+_+_HO_5096_0412_01850_+_+_CO_R","S0385_+_+_S0385_01959_+_+_S0385_01960_+_+_CO_R"
"Cluster_2412","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00115_+_+_Newman_00116_+_+_DT","MRSA252_+_+_MRSA252_00165_+_+_MRSA252_00166_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00139_+_+_HO_5096_0412_00140_+_+_DT","S0385_+_+_S0385_00184_+_+_S0385_00185_+_+_DT"
"Cluster_647","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02020_+_+_Newman_02021_+_+_DP","MRSA252_+_+_MRSA252_02028_+_+_MRSA252_02029_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01934_+_+_HO_5096_0412_01935_+_+_DP","S0385_+_+_S0385_02040_+_+_S0385_02041_+_+_DP"
"Cluster_1464","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01707_+_+_Newman_01708_+_+_CO_R","MRSA252_+_+_MRSA252_01774_+_+_MRSA252_01775_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01687_+_+_HO_5096_0412_01688_+_+_CO_R","S0385_+_+_S0385_01790_+_+_S0385_01791_+_+_CO_R"
"Cluster_828","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02192_+_+_Newman_02193_+_+_DP","MRSA252_+_+_MRSA252_02200_+_+_MRSA252_02201_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02121_+_+_HO_5096_0412_02122_+_+_DP","S0385_+_+_S0385_02170_+_+_S0385_02171_+_+_DP"
"Cluster_463","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00019_+_+_Newman_00020_+_+_CO_F","MRSA252_+_+_MRSA252_00019_+_+_MRSA252_00020_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00019_+_+_HO_5096_0412_00020_+_+_CO_F","S0385_+_+_S0385_00020_+_+_S0385_00021_+_+_CO_F"
"Cluster_964","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02609_+_+_Newman_02610_+_+_CO_F","MRSA252_+_+_MRSA252_02621_+_+_MRSA252_02622_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02535_+_+_HO_5096_0412_02536_+_+_CO_F","S0385_+_+_S0385_02600_+_+_S0385_02601_+_+_CO_F"
"Cluster_1210","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02677_+_+_Newman_02678_+_+_DP","MRSA252_+_+_MRSA252_02680_+_+_MRSA252_02681_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02604_+_+_HO_5096_0412_02605_+_+_DP","S0385_+_+_S0385_02660_+_+_S0385_02661_+_+_DP"
"Cluster_243","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01325_+_+_Newman_01326_+_+_DT","MRSA252_+_+_MRSA252_01317_+_+_MRSA252_01318_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01215_+_+_HO_5096_0412_01216_+_+_DT","S0385_+_+_S0385_01344_+_+_S0385_01345_+_+_DT"
"Cluster_1553","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01559_+_+_Newman_01560_+_+_CO_R","MRSA252_+_+_MRSA252_01620_+_+_MRSA252_01621_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01541_+_+_HO_5096_0412_01542_+_+_CO_R","S0385_+_+_S0385_01644_+_+_S0385_01645_+_+_CO_R"
"Cluster_732","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00500_+_+_Newman_00501_+_+_CO_F","MRSA252_+_+_MRSA252_00489_+_+_MRSA252_00490_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00439_+_+_HO_5096_0412_00440_+_+_CO_F","S0385_+_+_S0385_00570_+_+_S0385_00571_+_+_CO_F"
"Cluster_1224","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01276_+_+_Newman_01277_+_+_CO_F","MRSA252_+_+_MRSA252_01246_+_+_MRSA252_01247_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01158_+_+_HO_5096_0412_01159_+_+_CO_F","S0385_+_+_S0385_01300_+_+_S0385_01301_+_+_CO_F"
"Cluster_1476","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02648_+_+_Newman_02649_+_+_DP","MRSA252_+_+_MRSA252_02652_+_+_MRSA252_02653_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02573_+_+_HO_5096_0412_02574_+_+_DP","S0385_+_+_S0385_02632_+_+_S0385_02633_+_+_DP"
"Cluster_548","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01660_+_+_Newman_01661_+_+_CO_R","MRSA252_+_+_MRSA252_01723_+_+_MRSA252_01724_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01642_+_+_HO_5096_0412_01643_+_+_CO_R","S0385_+_+_S0385_01745_+_+_S0385_01746_+_+_CO_R"
"Cluster_2006","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02747_+_+_Newman_02748_+_+_CO_R","MRSA252_+_+_MRSA252_02751_+_+_MRSA252_02752_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02680_+_+_HO_5096_0412_02681_+_+_CO_R","S0385_+_+_S0385_02728_+_+_S0385_02729_+_+_CO_R"
"Cluster_2382","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02828_+_+_Newman_02829_+_+_CO_R","MRSA252_+_+_MRSA252_02833_+_+_MRSA252_02834_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02756_+_+_HO_5096_0412_02757_+_+_CO_R","S0385_+_+_S0385_02805_+_+_S0385_02806_+_+_CO_R"
"Cluster_1734","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00764_+_+_Newman_00765_+_+_CO_F","MRSA252_+_+_MRSA252_00789_+_+_MRSA252_00790_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00700_+_+_HO_5096_0412_00701_+_+_CO_F","S0385_+_+_S0385_00836_+_+_S0385_00837_+_+_CO_F"
"Cluster_1623","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01271_+_+_Newman_01272_+_+_CO_F","MRSA252_+_+_MRSA252_01241_+_+_MRSA252_01242_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01153_+_+_HO_5096_0412_01154_+_+_CO_F","S0385_+_+_S0385_01295_+_+_S0385_01296_+_+_CO_F"
"Cluster_1205","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02759_+_+_Newman_02760_+_+_CO_F","MRSA252_+_+_MRSA252_02763_+_+_MRSA252_02764_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02692_+_+_HO_5096_0412_02693_+_+_CO_F","S0385_+_+_S0385_02741_+_+_S0385_02742_+_+_CO_F"
"Cluster_686","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00817_+_+_Newman_00819_+_+_CO_F","MRSA252_+_+_MRSA252_00844_+_+_MRSA252_00846_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00757_+_+_HO_5096_0412_00759_+_+_CO_F","S0385_+_+_S0385_00892_+_+_S0385_00894_+_+_CO_F"
"Cluster_2404","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02048_+_+_Newman_02049_+_+_DT","MRSA252_+_+_MRSA252_02056_+_+_MRSA252_02057_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01970_+_+_HO_5096_0412_01971_+_+_DT","S0385_+_+_S0385_02093_+_+_S0385_02094_+_+_DT"
"Cluster_2403","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01254_+_+_Newman_01255_+_+_CO_F","MRSA252_+_+_MRSA252_01224_+_+_MRSA252_01225_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01136_+_+_HO_5096_0412_01137_+_+_CO_F","S0385_+_+_S0385_01278_+_+_S0385_01279_+_+_CO_F"
"Cluster_1698","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01875_+_+_Newman_01876_+_+_CO_R","MRSA252_+_+_MRSA252_01951_+_+_MRSA252_01952_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01852_+_+_HO_5096_0412_01853_+_+_CO_R","S0385_+_+_S0385_01962_+_+_S0385_01963_+_+_CO_R"
"Cluster_2250","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02199_+_+_Newman_02200_+_+_CO_R","MRSA252_+_+_MRSA252_02207_+_+_MRSA252_02208_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02128_+_+_HO_5096_0412_02129_+_+_CO_R","S0385_+_+_S0385_02179_+_+_S0385_02180_+_+_CO_R"
"Cluster_2532","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01147_+_+_Newman_01148_+_+_CO_F","MRSA252_+_+_MRSA252_01118_+_+_MRSA252_01119_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01028_+_+_HO_5096_0412_01029_+_+_CO_F","S0385_+_+_S0385_01169_+_+_S0385_01170_+_+_CO_F"
"Cluster_2597","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00375_+_+_Newman_00376_+_+_CO_R","MRSA252_+_+_MRSA252_00346_+_+_MRSA252_00347_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00321_+_+_HO_5096_0412_00322_+_+_CO_R","S0385_+_+_S0385_00436_+_+_S0385_00437_+_+_CO_R"
"Cluster_1890","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01858_+_+_Newman_01859_+_+_DP","MRSA252_+_+_MRSA252_01933_+_+_MRSA252_01934_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01835_+_+_HO_5096_0412_01836_+_+_DP","S0385_+_+_S0385_01944_+_+_S0385_01945_+_+_DP"
"Cluster_2091","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02235_+_+_Newman_02236_+_+_DT","MRSA252_+_+_MRSA252_02244_+_+_MRSA252_02245_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02164_+_+_HO_5096_0412_02165_+_+_DT","S0385_+_+_S0385_02215_+_+_S0385_02216_+_+_DT"
"Cluster_888","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01582_+_+_Newman_01583_+_+_CO_R","MRSA252_+_+_MRSA252_01643_+_+_MRSA252_01644_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01564_+_+_HO_5096_0412_01565_+_+_CO_R","S0385_+_+_S0385_01667_+_+_S0385_01668_+_+_CO_R"
"Cluster_1219","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01018_+_+_Newman_01019_+_+_DT","MRSA252_+_+_MRSA252_01056_+_+_MRSA252_01057_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00965_+_+_HO_5096_0412_00966_+_+_DT","S0385_+_+_S0385_01107_+_+_S0385_01108_+_+_DT"
"Cluster_1478","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02346_+_+_Newman_02347_+_+_CO_R","MRSA252_+_+_MRSA252_02352_+_+_MRSA252_02353_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02265_+_+_HO_5096_0412_02266_+_+_CO_R","S0385_+_+_S0385_02331_+_+_S0385_02332_+_+_CO_R"
"Cluster_728","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00076_+_+_Newman_00077_+_+_CO_F","MRSA252_+_+_MRSA252_00128_+_+_MRSA252_00129_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00101_+_+_HO_5096_0412_00102_+_+_CO_F","S0385_+_+_S0385_00146_+_+_S0385_00147_+_+_CO_F"
"Cluster_2108","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00354_+_+_Newman_00355_+_+_CO_F","MRSA252_+_+_MRSA252_00324_+_+_MRSA252_00325_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00299_+_+_HO_5096_0412_00300_+_+_CO_F","S0385_+_+_S0385_00416_+_+_S0385_00417_+_+_CO_F"
"Cluster_2477","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02207_+_+_Newman_02208_+_+_DT","MRSA252_+_+_MRSA252_02216_+_+_MRSA252_02217_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02136_+_+_HO_5096_0412_02137_+_+_DT","S0385_+_+_S0385_02187_+_+_S0385_02188_+_+_DT"
"Cluster_675","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00690_+_+_Newman_00691_+_+_DP","MRSA252_+_+_MRSA252_00677_+_+_MRSA252_00678_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00624_+_+_HO_5096_0412_00625_+_+_DP","S0385_+_+_S0385_00762_+_+_S0385_00763_+_+_DP"
"Cluster_1340","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01796_+_+_Newman_01797_+_+_CO_R","MRSA252_+_+_MRSA252_01867_+_+_MRSA252_01868_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01782_+_+_HO_5096_0412_01783_+_+_CO_R","S0385_+_+_S0385_01875_+_+_S0385_01876_+_+_CO_R"
"Cluster_859","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00910_+_+_Newman_00911_+_+_CO_F","MRSA252_+_+_MRSA252_00938_+_+_MRSA252_00939_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00852_+_+_HO_5096_0412_00853_+_+_CO_F","S0385_+_+_S0385_01000_+_+_S0385_01001_+_+_CO_F"
"Cluster_1470","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00766_+_+_Newman_00767_+_+_DT","MRSA252_+_+_MRSA252_00791_+_+_MRSA252_00792_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00702_+_+_HO_5096_0412_00703_+_+_DT","S0385_+_+_S0385_00838_+_+_S0385_00839_+_+_DT"
"Cluster_1449","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01410_+_+_Newman_01411_+_+_CO_R","MRSA252_+_+_MRSA252_01406_+_+_MRSA252_01407_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01323_+_+_HO_5096_0412_01324_+_+_CO_R","S0385_+_+_S0385_01431_+_+_S0385_01432_+_+_CO_R"
"Cluster_2057","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02556_+_+_Newman_02557_+_+_DP","MRSA252_+_+_MRSA252_02569_+_+_MRSA252_02570_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02478_+_+_HO_5096_0412_02479_+_+_DP","S0385_+_+_S0385_02542_+_+_S0385_02543_+_+_DP"
"Cluster_959","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00418_+_+_Newman_00419_+_+_CO_F","MRSA252_+_+_MRSA252_00408_+_+_MRSA252_00409_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00365_+_+_HO_5096_0412_00366_+_+_CO_F","S0385_+_+_S0385_00492_+_+_S0385_00493_+_+_CO_F"
"Cluster_535","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00829_+_+_Newman_00830_+_+_CO_R","MRSA252_+_+_MRSA252_00856_+_+_MRSA252_00857_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00769_+_+_HO_5096_0412_00770_+_+_CO_R","S0385_+_+_S0385_00904_+_+_S0385_00905_+_+_CO_R"
"Cluster_263","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01743_+_+_Newman_01744_+_+_CO_R","MRSA252_+_+_MRSA252_01812_+_+_MRSA252_01813_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01723_+_+_HO_5096_0412_01724_+_+_CO_R","S0385_+_+_S0385_01826_+_+_S0385_01827_+_+_CO_R"
"Cluster_532","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01243_+_+_Newman_01244_+_+_DP","MRSA252_+_+_MRSA252_01213_+_+_MRSA252_01214_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01125_+_+_HO_5096_0412_01126_+_+_DP","S0385_+_+_S0385_01265_+_+_S0385_01266_+_+_DP"
"Cluster_318","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01696_+_+_Newman_01697_+_+_CO_R","MRSA252_+_+_MRSA252_01765_+_+_MRSA252_01766_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01678_+_+_HO_5096_0412_01679_+_+_CO_R","S0385_+_+_S0385_01781_+_+_S0385_01782_+_+_CO_R"
"Cluster_1430","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00594_+_+_Newman_00595_+_+_DT","MRSA252_+_+_MRSA252_00585_+_+_MRSA252_00586_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00536_+_+_HO_5096_0412_00537_+_+_DT","S0385_+_+_S0385_00667_+_+_S0385_00668_+_+_DT"
"Cluster_99","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01744_+_+_Newman_01745_+_+_CO_R","MRSA252_+_+_MRSA252_01813_+_+_MRSA252_01814_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01724_+_+_HO_5096_0412_01725_+_+_CO_R","S0385_+_+_S0385_01827_+_+_S0385_01828_+_+_CO_R"
"Cluster_115","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00450_+_+_Newman_00451_+_+_CO_F","MRSA252_+_+_MRSA252_00438_+_+_MRSA252_00439_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00389_+_+_HO_5096_0412_00390_+_+_CO_F","S0385_+_+_S0385_00521_+_+_S0385_00522_+_+_CO_F"
"Cluster_1209","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01053_+_+_Newman_01054_+_+_DP","MRSA252_+_+_MRSA252_01091_+_+_MRSA252_01092_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01000_+_+_HO_5096_0412_01001_+_+_DP","S0385_+_+_S0385_01142_+_+_S0385_01143_+_+_DP"
"Cluster_2284","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01916_+_+_Newman_01917_+_+_DP","MRSA252_+_+_MRSA252_01990_+_+_MRSA252_01991_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01896_+_+_HO_5096_0412_01897_+_+_DP","S0385_+_+_S0385_02002_+_+_S0385_02003_+_+_DP"
"Cluster_1301","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01572_+_+_Newman_01573_+_+_CO_R","MRSA252_+_+_MRSA252_01633_+_+_MRSA252_01634_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01554_+_+_HO_5096_0412_01555_+_+_CO_R","S0385_+_+_S0385_01657_+_+_S0385_01658_+_+_CO_R"
"Cluster_1411","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01711_+_+_Newman_01712_+_+_DP","MRSA252_+_+_MRSA252_01779_+_+_MRSA252_01780_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01691_+_+_HO_5096_0412_01692_+_+_DP","S0385_+_+_S0385_01794_+_+_S0385_01795_+_+_DP"
"Cluster_2178","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02700_+_+_Newman_02701_+_+_CO_F","MRSA252_+_+_MRSA252_02703_+_+_MRSA252_02704_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02627_+_+_HO_5096_0412_02628_+_+_CO_F","S0385_+_+_S0385_02682_+_+_S0385_02683_+_+_CO_F"
"Cluster_321","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00629_+_+_Newman_00630_+_+_CO_F","MRSA252_+_+_MRSA252_00614_+_+_MRSA252_00615_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00563_+_+_HO_5096_0412_00564_+_+_CO_F","S0385_+_+_S0385_00702_+_+_S0385_00703_+_+_CO_F"
"Cluster_139","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00118_+_+_Newman_00119_+_+_CO_F","MRSA252_+_+_MRSA252_00168_+_+_MRSA252_00169_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00142_+_+_HO_5096_0412_00143_+_+_CO_F","S0385_+_+_S0385_00187_+_+_S0385_00188_+_+_CO_F"
"Cluster_1810","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02833_+_+_Newman_02834_+_+_CO_R","MRSA252_+_+_MRSA252_02838_+_+_MRSA252_02839_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02763_+_+_HO_5096_0412_02764_+_+_CO_R","S0385_+_+_S0385_02810_+_+_S0385_02811_+_+_CO_R"
"Cluster_2077","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02209_+_+_Newman_02210_+_+_CO_R","MRSA252_+_+_MRSA252_02218_+_+_MRSA252_02219_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02138_+_+_HO_5096_0412_02139_+_+_CO_R","S0385_+_+_S0385_02189_+_+_S0385_02190_+_+_CO_R"
"Cluster_1233","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02306_+_+_Newman_02307_+_+_CO_R","MRSA252_+_+_MRSA252_02314_+_+_MRSA252_02315_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02229_+_+_HO_5096_0412_02230_+_+_CO_R","S0385_+_+_S0385_02294_+_+_S0385_02295_+_+_CO_R"
"Cluster_563","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02205_+_+_Newman_02206_+_+_CO_R","MRSA252_+_+_MRSA252_02214_+_+_MRSA252_02215_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02134_+_+_HO_5096_0412_02135_+_+_CO_R","S0385_+_+_S0385_02185_+_+_S0385_02186_+_+_CO_R"
"Cluster_1912","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00270_+_+_Newman_00271_+_+_DT","MRSA252_+_+_MRSA252_00309_+_+_MRSA252_00310_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00284_+_+_HO_5096_0412_00285_+_+_DT","S0385_+_+_S0385_00331_+_+_S0385_00332_+_+_DT"
"Cluster_2109","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01730_+_+_Newman_01731_+_+_CO_R","MRSA252_+_+_MRSA252_01798_+_+_MRSA252_01799_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01710_+_+_HO_5096_0412_01711_+_+_CO_R","S0385_+_+_S0385_01813_+_+_S0385_01814_+_+_CO_R"
"Cluster_2543","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01386_+_+_Newman_01387_+_+_DT","MRSA252_+_+_MRSA252_01382_+_+_MRSA252_01383_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01299_+_+_HO_5096_0412_01300_+_+_DT","S0385_+_+_S0385_01404_+_+_S0385_01405_+_+_DT"
"Cluster_537","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02460_+_+_Newman_02461_+_+_DP","MRSA252_+_+_MRSA252_02468_+_+_MRSA252_02469_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02378_+_+_HO_5096_0412_02379_+_+_DP","S0385_+_+_S0385_02446_+_+_S0385_02447_+_+_DP"
"Cluster_1350","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02673_+_+_Newman_02674_+_+_CO_R","MRSA252_+_+_MRSA252_02676_+_+_MRSA252_02677_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02600_+_+_HO_5096_0412_02601_+_+_CO_R","S0385_+_+_S0385_02656_+_+_S0385_02657_+_+_CO_R"
"Cluster_833","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00870_+_+_Newman_00871_+_+_DP","MRSA252_+_+_MRSA252_00896_+_+_MRSA252_00897_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00810_+_+_HO_5096_0412_00811_+_+_DP","S0385_+_+_S0385_00944_+_+_S0385_00945_+_+_DP"
"Cluster_2123","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01510_+_+_Newman_01511_+_+_CO_R","MRSA252_+_+_MRSA252_01568_+_+_MRSA252_01569_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01492_+_+_HO_5096_0412_01493_+_+_CO_R","S0385_+_+_S0385_01595_+_+_S0385_01596_+_+_CO_R"
"Cluster_1286","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01285_+_+_Newman_01286_+_+_CO_F","MRSA252_+_+_MRSA252_01255_+_+_MRSA252_01256_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01167_+_+_HO_5096_0412_01168_+_+_CO_F","S0385_+_+_S0385_01309_+_+_S0385_01310_+_+_CO_F"
"Cluster_1658","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01286_+_+_Newman_01287_+_+_CO_F","MRSA252_+_+_MRSA252_01256_+_+_MRSA252_01257_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01168_+_+_HO_5096_0412_01169_+_+_CO_F","S0385_+_+_S0385_01310_+_+_S0385_01311_+_+_CO_F"
"Cluster_2282","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00960_+_+_Newman_00961_+_+_DT","MRSA252_+_+_MRSA252_00996_+_+_MRSA252_00997_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00906_+_+_HO_5096_0412_00907_+_+_DT","S0385_+_+_S0385_01050_+_+_S0385_01051_+_+_DT"
"Cluster_1410","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01392_+_+_Newman_01393_+_+_DP","MRSA252_+_+_MRSA252_01388_+_+_MRSA252_01389_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01305_+_+_HO_5096_0412_01306_+_+_DP","S0385_+_+_S0385_01411_+_+_S0385_01412_+_+_DP"
"Cluster_1615","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01484_+_+_Newman_01485_+_+_CO_R","MRSA252_+_+_MRSA252_01476_+_+_MRSA252_01477_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01396_+_+_HO_5096_0412_01397_+_+_CO_R","S0385_+_+_S0385_01502_+_+_S0385_01503_+_+_CO_R"
"Cluster_1446","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00446_+_+_Newman_00447_+_+_DP","MRSA252_+_+_MRSA252_00433_+_+_MRSA252_00434_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00385_+_+_HO_5096_0412_00386_+_+_DP","S0385_+_+_S0385_00517_+_+_S0385_00518_+_+_DP"
"Cluster_1959","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01753_+_+_Newman_01754_+_+_DT","MRSA252_+_+_MRSA252_01822_+_+_MRSA252_01823_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01733_+_+_HO_5096_0412_01734_+_+_DT","S0385_+_+_S0385_01836_+_+_S0385_01837_+_+_DT"
"Cluster_1509","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00175_+_+_Newman_00176_+_+_CO_R","MRSA252_+_+_MRSA252_00223_+_+_MRSA252_00224_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00200_+_+_HO_5096_0412_00201_+_+_CO_R","S0385_+_+_S0385_00246_+_+_S0385_00247_+_+_CO_R"
"Cluster_966","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00714_+_+_Newman_00715_+_+_CO_F","MRSA252_+_+_MRSA252_00738_+_+_MRSA252_00739_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00649_+_+_HO_5096_0412_00650_+_+_CO_F","S0385_+_+_S0385_00786_+_+_S0385_00787_+_+_CO_F"
